block,trap,latitude,longitude,nummosquitos,wnvpresent,year,month,day,station,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,species_CULEX ERRATICUS,species_CULEX PIPIENS,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_CULEX SALINARIUS,species_CULEX TARSALIS,species_CULEX TERRITANS
42,235,41.776428,-87.627096,6,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,1,0,0,0,0,0
42,235,41.776428,-87.627096,21,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,0,1,0,0,0,0
42,235,41.776428,-87.627096,21,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,0,1,0,0,0,0
42,235,41.776428,-87.627096,7,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,0,0,1,0,0,0
42,235,41.776428,-87.627096,7,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,0,0,1,0,0,0
10,900,41.974689,-87.890615,15,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,1,0,0,0,0,0
10,900,41.974689,-87.890615,15,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,1,0,0,0,0,0
10,900,41.974689,-87.890615,35,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,0,1,0,0,0,0
10,900,41.974689,-87.890615,35,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,0,1,0,0,0,0
10,900,41.974689,-87.890615,146,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,0,0,1,0,0,0
10,900,41.974689,-87.890615,146,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,0,0,1,0,0,0
10,900,41.974689,-87.890615,2,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,0,0,0,1,0,0
10,900,41.974689,-87.890615,2,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,0,0,0,1,0,0
10,903,41.957799,-87.930995,5,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,1,0,0,0,0,0
10,903,41.957799,-87.930995,5,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,1,0,0,0,0,0
10,903,41.957799,-87.930995,30,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,0,1,0,0,0,0
10,903,41.957799,-87.930995,30,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,0,1,0,0,0,0
10,903,41.957799,-87.930995,139,0,2011,7,15,1,87,70,79.0,5.0,60,66.0,0.0,14.0,0.0,29.27,29.98,5.4,9,6.7,0,0,0,1,0,0,0
10,903,41.957799,-87.930995,139,0,2011,7,15,2,86,71,79.0,5.0,60,67.0,0.0,14.0,0.0,29.33,29.96,6.2,10,6.8,0,0,0,1,0,0,0
41,002,41.95469,-87.800991,23,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
41,002,41.95469,-87.800991,23,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
41,002,41.95469,-87.800991,6,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
41,002,41.95469,-87.800991,6,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
46,003,41.964242,-87.757639,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
46,003,41.964242,-87.757639,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
46,003,41.964242,-87.757639,62,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
46,003,41.964242,-87.757639,62,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
46,003,41.964242,-87.757639,10,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
46,003,41.964242,-87.757639,10,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
70,008,42.008314,-87.777921,15,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
70,008,42.008314,-87.777921,15,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
70,008,42.008314,-87.777921,6,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
70,008,42.008314,-87.777921,6,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
91,009,41.992478,-87.862995,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
91,009,41.992478,-87.862995,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
36,011,41.944869,-87.832763,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
36,011,41.944869,-87.832763,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
36,011,41.944869,-87.832763,37,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
36,011,41.944869,-87.832763,37,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
36,011,41.944869,-87.832763,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
36,011,41.944869,-87.832763,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
61,012,41.991429,-87.747113,7,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
61,012,41.991429,-87.747113,7,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
61,013,41.923738,-87.785288,9,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
61,013,41.923738,-87.785288,9,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
60,017,41.960616,-87.777189,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
60,017,41.960616,-87.777189,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
12,018,42.010412,-87.66214,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
12,018,42.010412,-87.66214,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
12,018,42.010412,-87.66214,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,0,0,0,1
12,018,42.010412,-87.66214,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,0,0,0,1
58,027,41.984809,-87.728492,25,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
58,027,41.984809,-87.728492,25,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
58,027,41.984809,-87.728492,7,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
58,027,41.984809,-87.728492,7,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
58,027,41.984809,-87.728492,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,0,0,0,1
58,027,41.984809,-87.728492,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,0,0,0,1
58,028,41.986921,-87.689778,3,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
58,028,41.986921,-87.689778,3,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
10,030,41.89923,-87.716788,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
10,030,41.89923,-87.716788,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
10,030,41.89923,-87.716788,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
10,030,41.89923,-87.716788,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
10,030,41.89923,-87.716788,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
10,030,41.89923,-87.716788,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
50,031,41.801498,-87.763416,4,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
50,031,41.801498,-87.763416,4,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
50,031,41.801498,-87.763416,47,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
50,031,41.801498,-87.763416,47,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
50,031,41.801498,-87.763416,18,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
50,031,41.801498,-87.763416,18,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
50,031,41.801498,-87.763416,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,0,0,0,1
50,031,41.801498,-87.763416,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,0,0,0,1
14,033,41.906638,-87.701431,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
14,033,41.906638,-87.701431,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
14,033,41.906638,-87.701431,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
14,033,41.906638,-87.701431,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
51,035,41.763733,-87.742302,3,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
51,035,41.763733,-87.742302,3,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
17,039,41.911824,-87.726737,7,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
17,039,41.911824,-87.726737,7,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
17,039,41.911824,-87.726737,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
17,039,41.911824,-87.726737,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
25,046,41.891118,-87.654491,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
25,046,41.891118,-87.654491,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
11,047,41.868142,-87.696269,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
11,047,41.868142,-87.696269,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
11,047,41.868142,-87.696269,22,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
11,047,41.868142,-87.696269,22,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
11,047,41.868142,-87.696269,6,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
11,047,41.868142,-87.696269,6,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
11,048,41.867108,-87.654224,35,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
11,048,41.867108,-87.654224,35,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
11,048,41.867108,-87.654224,12,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
11,048,41.867108,-87.654224,12,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
11,049,41.896282,-87.655232,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
11,049,41.896282,-87.655232,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
22,054,41.921965,-87.632085,5,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
22,054,41.921965,-87.632085,5,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
22,061,41.801179,-87.679447,5,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
22,061,41.801179,-87.679447,5,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
22,061,41.801179,-87.679447,9,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
22,061,41.801179,-87.679447,9,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
35,062,41.800737,-87.71188,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
35,062,41.800737,-87.71188,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
35,062,41.800737,-87.71188,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
35,062,41.800737,-87.71188,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
37,063,41.82561,-87.726549,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
37,063,41.82561,-87.726549,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
37,063,41.82561,-87.726549,11,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
37,063,41.82561,-87.726549,11,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
37,063,41.82561,-87.726549,4,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
37,063,41.82561,-87.726549,4,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
52,065,41.778297,-87.752411,10,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
52,065,41.778297,-87.752411,10,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
52,065,41.778297,-87.752411,16,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
52,065,41.778297,-87.752411,16,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
52,065,41.778297,-87.752411,7,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
52,065,41.778297,-87.752411,7,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
22,069,41.768388,-87.678649,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
22,069,41.768388,-87.678649,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
22,069,41.768388,-87.678649,3,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
22,069,41.768388,-87.678649,3,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
10,073,41.773215,-87.60088,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
10,073,41.773215,-87.60088,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
10,073,41.773215,-87.60088,18,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
10,073,41.773215,-87.60088,18,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
10,073,41.773215,-87.60088,18,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
10,073,41.773215,-87.60088,18,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
39,074,41.822536,-87.666343,3,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
39,074,41.822536,-87.666343,3,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
39,074,41.822536,-87.666343,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
39,074,41.822536,-87.666343,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
71,079,41.766202,-87.562889,5,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
71,079,41.766202,-87.562889,5,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
71,079,41.766202,-87.562889,3,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
71,079,41.766202,-87.562889,3,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
77,080,41.754676,-87.612922,7,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
77,080,41.754676,-87.612922,7,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
77,080,41.754676,-87.612922,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
77,080,41.754676,-87.612922,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
50,082,41.803423,-87.642984,7,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
50,082,41.803423,-87.642984,7,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
50,082,41.803423,-87.642984,1,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
50,082,41.803423,-87.642984,1,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
79,083,41.754292,-87.590773,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,1,0,0,0,0
79,083,41.754292,-87.590773,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,1,0,0,0,0
79,083,41.754292,-87.590773,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,0,0,1,0,0,0
79,083,41.754292,-87.590773,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,0,0,1,0,0,0
10,089,41.723195,-87.64997,2,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
10,089,41.723195,-87.64997,2,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
11,090,41.868077,-87.666901,3,0,2011,7,25,1,88,73,81.0,7.0,66,71.0,0.0,16.0,0.0,29.2,29.91,3.4,32,6.5,0,1,0,0,0,0,0
11,090,41.868077,-87.666901,3,0,2011,7,25,2,90,73,82.0,7.0,67,71.0,0.0,17.0,0.01,29.25,29.89,2.1,35,6.1,0,1,0,0,0,0,0
